date,itinerary_id,cabin_class,sort_by,price_raw,price_formatted,currency,flight_number,origin_airport,origin_city,origin_country,destination_airport,destination_city,destination_country,departure_time,arrival_time,duration_minutes,stop_count,marketing_airline,operating_airline,change_allowed,cancellation_allowed,is_self_transfer,has_flexible_options,score
2025-11-01,18467-2511011829--32573-0-10968-2511012105,economy,fastest,430.31,C$431,N/A,1111,Toronto Pearson International,N/A,Canada,Dallas Fort Worth International,N/A,United States,2025-11-01T18:29:00,2025-11-01T21:05:00,216,0,American Airlines,American Airlines,False,False,False,False,0.548295
2025-11-01,18467-2511010814--32573-0-10968-2511011054,economy,fastest,430.31,C$431,N/A,1169,Toronto Pearson International,N/A,Canada,Dallas Fort Worth International,N/A,United States,2025-11-01T08:14:00,2025-11-01T10:54:00,220,0,American Airlines,American Airlines,False,False,False,False,0.697888
2025-11-01,18467-2511011400--32695-0-10968-2511011642,economy,fastest,428.98,C$429,N/A,1031,Toronto Pearson International,N/A,Canada,Dallas Fort Worth International,N/A,United States,2025-11-01T14:00:00,2025-11-01T16:42:00,222,0,Air Canada,Air Canada,False,False,False,False,0.858056
2025-11-01,18467-2511011940--32695-0-10968-2511012222,economy,fastest,428.98,C$429,N/A,1033,Toronto Pearson International,N/A,Canada,Dallas Fort Worth International,N/A,United States,2025-11-01T19:40:00,2025-11-01T22:22:00,222,0,Air Canada,Air Canada,False,False,False,False,0.557305
2025-11-01,18467-2511011324--32573-0-10968-2511011609,economy,fastest,430.31,C$431,N/A,3993,Toronto Pearson International,N/A,Canada,Dallas Fort Worth International,N/A,United States,2025-11-01T13:24:00,2025-11-01T16:09:00,225,0,American Airlines,Envoy Air As American Eagle,False,False,False,False,0.999
2025-11-01,18467-2511010900--32695-1-10968-2511011311,economy,fastest,450.68,C$451,N/A,5143,Toronto Pearson International,N/A,Canada,Chicago O'Hare International,N/A,United States,2025-11-01T09:00:00,2025-11-01T09:55:00,115,1,Air Canada,United,False,False,False,False,0.470175
2025-11-01,18467-2511010900--32695-1-10968-2511011311,economy,fastest,450.68,C$451,N/A,3658,Chicago O'Hare International,N/A,United States,Dallas Fort Worth International,N/A,United States,2025-11-01T10:45:00,2025-11-01T13:11:00,146,1,Air Canada,United,False,False,False,False,0.470175
2025-11-01,18467-2511011231--32385-1-10968-2511011705,economy,fastest,439.49,C$440,N/A,4941,Toronto Pearson International,N/A,Canada,Minneapolis St Paul,N/A,United States,2025-11-01T12:31:00,2025-11-01T13:46:00,135,1,Delta,Endeavor Air DBA Delta Connection,False,False,False,False,0.441973
2025-11-01,18467-2511011231--32385-1-10968-2511011705,economy,fastest,439.49,C$440,N/A,2971,Minneapolis St Paul,N/A,United States,Dallas Fort Worth International,N/A,United States,2025-11-01T14:37:00,2025-11-01T17:05:00,148,1,Delta,Delta,False,False,False,False,0.441973
2025-11-01,18467-2511010945--32385-1-10968-2511011431,economy,fastest,439.49,C$440,N/A,5073,Toronto Pearson International,N/A,Canada,Detroit Wayne County,N/A,United States,2025-11-01T09:45:00,2025-11-01T11:03:00,78,1,Delta,Endeavor Air DBA Delta Connection,False,False,False,False,0.444179
2025-11-01,18467-2511010945--32385-1-10968-2511011431,economy,fastest,439.49,C$440,N/A,1041,Detroit Wayne County,N/A,United States,Dallas Fort Worth International,N/A,United States,2025-11-01T12:45:00,2025-11-01T14:31:00,166,1,Delta,Delta,False,False,False,False,0.444179
2025-11-01,18467-2511011100--32695-1-10968-2511011554,economy,fastest,450.68,C$451,N/A,4408,Toronto Pearson International,N/A,Canada,Chicago O'Hare International,N/A,United States,2025-11-01T11:00:00,2025-11-01T11:59:00,119,1,Air Canada,Republic Airways DBA United Express,False,False,False,False,0.438381
2025-11-01,18467-2511011100--32695-1-10968-2511011554,economy,fastest,450.68,C$451,N/A,4854,Chicago O'Hare International,N/A,United States,Dallas Fort Worth International,N/A,United States,2025-11-01T13:20:00,2025-11-01T15:54:00,154,1,Air Canada,United,False,False,False,False,0.438381
2025-11-01,18467-2511011130--32385-1-10968-2511011647,economy,fastest,439.49,C$440,N/A,2835,Toronto Pearson International,N/A,Canada,Atlanta Hartsfield-Jackson,N/A,United States,2025-11-01T11:30:00,2025-11-01T13:44:00,134,1,Delta,Delta,False,False,False,False,0.438569
2025-11-01,18467-2511011130--32385-1-10968-2511011647,economy,fastest,439.49,C$440,N/A,374,Atlanta Hartsfield-Jackson,N/A,United States,Dallas Fort Worth International,N/A,United States,2025-11-01T15:30:00,2025-11-01T16:47:00,137,1,Delta,Delta,False,False,False,False,0.438569
2025-11-01,18467-2511010600--31679-1-10968-2511011015,premium_economy,fastest,1076.92,"C$1,077",N/A,8135,Toronto Pearson International,N/A,Canada,Atlanta Hartsfield-Jackson,N/A,United States,2025-11-01T06:00:00,2025-11-01T08:20:00,140,1,WestJet,Delta,False,False,False,False,0.489185
