Name,IATA Code,ICAO Code,Country,City,City Code,Latitude,Longitude,Timezone,Departures
Clay Center Municipal Airport,,KCYW,US,Clay Center,,39.39298,-97.15753,America/Chicago,
Clayton Municipal Airport,CAO,KCAO,US,Clayton,CAO,36.44586,-103.15466,America/Denver,
Clear Airport,,PACL,US,Clear,,64.30111,-149.12,America/Anchorage,
Clear Sky Lodge Airport,,,US,,,64.25679,-149.18709,America/Anchorage,
Clearfield-Lawrence Airport,,KFIG,US,Clearfield,,41.04922,-78.41446,America/New_York,
Clearview Airpark,,,US,Frederick,FDK,39.46667,-77.01667,America/New_York,
Clearwater Air Park,CLW,KCLW,US,Clearwater,CLW,27.97587,-82.75812,America/New_York,
Cleburne Municipal Airport,,KCPT,US,,,32.35459,-97.43419,America/Chicago,
Clemson-Oconee County Airport,CEU,KCEU,US,Clemson,CEU,34.67177,-82.88626,America/New_York,
Cleveland-Hopkins International Airport,CLE,KCLE,US,Cleveland,CLE,41.41083,-81.84944,America/New_York,15897.0
Cleveland Municipal,,,US,Cleveland,,30.3560096,-95.00781,America/Chicago,
Cleveland Municipal Airport,,KRNV,US,Cleveland,,33.75985,-90.7562,America/Chicago,
Cleveland Police Department 6th District Heliport,CGF,KCGF,US,Cleveland,CLE,41.55005,-81.56651,America/New_York,
Cleveland Regional Jetport,,KRZR,US,Cleveland,,35.211497,-84.799769,America/New_York,
Cliff Hatfield Memorial Airport,CLR,KCLR,US,Calipatria,BWC,33.13133,-115.51967,America/Los_Angeles,
Clinton Memorial Airport,,KGLY,US,Clinton,,38.35877,-93.68307,America/Chicago,
Clinton Municipal Airport,,KCCA,US,Clinton,,35.59839,-92.45082,America/Chicago,
Clinton Municipal Airport,CLK,KCLK,US,Clinton,CSM,35.53811,-98.93286,America/Chicago,
Clinton Municipal Airport,CWI,KCWI,US,Clinton,CWI,41.83086,-90.32902,America/Chicago,
Clinton-Sherman Airport,CSM,KCSM,US,Clinton,,35.34033,-99.19897,America/Chicago,
Clintonville Municipal Airport,CLI,KCLI,US,Clintonville,,44.61359,-88.73121,America/Chicago,
Cloquet Carlton County Airport,,KCOQ,US,Cloquet,,46.69994,-92.50547,America/Chicago,
Clovis Municipal Airport,CVN,KCVN,US,Clovis,CVN,34.42646,-103.07828,America/Denver,
Coastal Carolina Regional Airport,EWN,KEWN,US,New Bern,EWN,35.07719,-77.04314,America/New_York,653.0
Cochise County Airport,CWX,,US,Willcox,,32.24427,-109.89362,America/Phoenix,
Coeur d'Alene Airport,COE,KCOE,US,Coeur d'Alene,COE,47.77407,-116.81936,America/Los_Angeles,
Coffee Point Airport,CFA,,US,Coffee Point,CFA,58.216667,-157.5,America/Anchorage,
Coffey County Airport,,KUKL,US,Burlington,EMP,38.3023,-95.72731,America/Chicago,
Coffeyville Municipal Airport,CFV,KCFV,US,Coffeyville,,37.09535,-95.57414,America/Chicago,
Coffman Cove Seaplane Base,KCC,,US,Coffman Cove,KCC,56.01075,-132.83275,America/Metlakatla,
Cold Bay Airport,CDB,PACD,US,Cold Bay,CDB,55.20556,-162.72417,America/Nome,858.0
Coldfoot Airport,CXF,PACX,US,Coldfoot,CXF,67.25163,-150.20657,America/Anchorage,
Coleman Municipal Airport,COM,KCOM,US,Coleman,,31.84424,-99.40785,America/Chicago,
Coles County Memorial Airport,MTO,KMTO,US,Mattoon,,39.48125,-88.28154,America/Chicago,
College Park Airport,CGS,KCGS,US,College Park,CGS,38.97998,-76.92313,America/New_York,
Collegedale Municipal Airport,,KFGU,US,Apison,CHA,35.04115,-85.02311,America/New_York,
Colonel James Jabara Airport,,KAAO,US,Wichita,ICT,37.7475,-97.22111,America/Chicago,
Colorado City Municipal Airport,,KAZC,US,Colorado City,,36.95221,-113.01716,America/Phoenix,
Colorado Creek Airport,KCR,,US,Colorado Creek,,63.56429,-156.00246,America/Anchorage,
Colorado Springs Airport,COS,KCOS,US,Colorado Springs,COS,38.80583,-104.70136,America/Denver,3552.0
Columbia Airport,COA,,US,Columbia,,38.02914,-120.4123,America/Los_Angeles,
Columbia County Airport,HCC,,US,Hudson,HCC,42.2939,-73.71204,America/New_York,
Columbia Metropolitan Airport,CAE,KCAE,US,Columbia,CAE,33.94502,-81.12543,America/New_York,5435.0
Columbia Regional Airport,COU,KCOU,US,Columbia,COU,38.81809,-92.21963,America/Chicago,841.0
Columbus Bakalar Municipal Airport,CLU,KBAK,US,Columbus,CLU,39.26227,-85.89555,America/Indiana/Indianapolis,
Columbus County Municipal Airport,,KCPC,US,Whiteville,,34.27378,-78.71307,America/New_York,
Columbus Air Force Base,CBM,KCBM,US,Columbus,UBS,33.64383,-88.44383,America/Chicago,
Columbus Airport,CSG,KCSG,US,Columbus,CSG,32.51625,-84.93882,America/New_York,511.0
Columbus-Lowndes County Airport,UBS,KUBS,US,Columbus,UBS,33.46487,-88.38187,America/Chicago,
Columbus Municipal Airport,CUS,,US,Columbus,,31.80878,-107.65565,America/Denver,
Columbus Municipal Airport,OLU,KOLU,US,Columbus,OLU,41.44369,-97.34264,America/Chicago,
Comanche County-City Airport,,KMKN,US,Comanche,,31.91681,-98.6006,America/Chicago,
Commodore Center Heliport,JMC,KJMC,US,San Rafael,SRF,37.87882,-122.51442,America/Los_Angeles,
Compton/Woodley Airport,CPM,KCPM,US,Compton,TOA,33.88906,-118.24203,America/Los_Angeles,
Concord Municipal Airport,CON,KCON,US,Concord,CON,43.20341,-71.50146,America/New_York,
Concord-Padgett Regional Airport,USA,KJQF,US,Concord,USA,35.38555,-80.71097,America/New_York,
Condron Army Airfield,WSD,KWSD,US,Las Cruces,LRU,32.33549,-106.40586,America/Denver,
Conoco Incorporated Venice Heliport,,,US,,,29.25939,-89.35505,America/Chicago,
Converse County Airport,DGW,KDGW,US,Douglas,,42.79719,-105.38637,America/Denver,
Conway-Horry County Airport,,KHYW,US,Conway,MYR,33.82803,-79.1239,America/New_York,
Conway Regional Airport,,KCXW,US,Conway,,35.019889,-92.555111,America/Chicago,
Cook Municipal Airport,,KCQM,US,Cook,,47.81964,-92.68325,America/Chicago,
Cooperstown-Westville Airport,COP,,US,Cooperstown,,42.62848,-74.89163,America/New_York,
Copper Center 2 Airport,CZC,,US,Copper Center,,61.94792,-145.30331,America/Anchorage,
Coral Creek Airport,,,US,Placida,,26.856834,-82.250397,America/New_York,
Corcoran Airport,CRO,KCRO,US,Corcoran,CRO,36.09976,-119.59346,America/Los_Angeles,
Cordova Municipal Airport,CKU,,US,Cordova,,60.5439,-145.7267,America/Anchorage,
"Cordova, Smith Airport",,KCDV,US,,,60.48889,-145.45111,America/Anchorage,
Corning Municipal Airport,,KCRZ,US,Corning,,40.99732,-94.75572,America/Chicago,
Corona Municipal Airport,,KAJO,US,Corona,CCB,33.8968,-117.60189,America/Los_Angeles,
"Corpus Christi, Corpus Christi Naval Air Station/Truax Field",NGP,KNGP,US,Corpus Christi,CRP,27.6925,-97.29111,America/Chicago,
Corpus Christi International Airport,CRP,KCRP,US,Corpus Christi,CRP,27.77058,-97.50138,America/Chicago,2241.0
Cortez-Montezuma County Airport,CEZ,KCEZ,US,Cortez,CEZ,37.30277,-108.62871,America/Denver,
Cortland County Airport-Chase Field,CTX,,US,Cortland,CTX,42.59486,-76.21562,America/New_York,
Corvallis Municipal Airport,CVO,KCVO,US,Corvallis,CVO,44.50207,-123.28573,America/Los_Angeles,
Cottonwood Airport,CTW,,US,Cottonwood,CTW,34.73327,-112.03787,America/Phoenix,
Cotulla-La Salle County Airport,COT,KCOT,US,Cotulla,,28.45833,-99.22028,America/Chicago,
Coulter Field,CFD,KCFD,US,Bryan,CLL,30.71712,-96.33579,America/Chicago,
Council Bluffs Municipal Airport,CBF,KCBF,US,Council Bluffs,OMA,41.25861,-95.76056,America/Chicago,
Council Airport,CIL,,US,Council,,64.89545,-163.6946,America/Nome,
County Memorial Airport,,KEIW,US,New Madrid,,36.53438,-89.60069,America/Chicago,
Coupville Airpark,,KNRA,US,Oak Harbor,ODW,48.19038,-122.64294,America/Los_Angeles,
Courtland Airport,,,US,Decatur,DCU,34.65857,-87.34611,America/Chicago,
Covington Municipal Airport,,,US,,,33.63428,-83.85314,America/New_York,
Covington-Vincent Airport (Private Use),,,US,,,30.50873,-90.15258,America/Chicago,
Cox Field Airport,PRX,KPRX,US,Paris,PRX,33.6365,-95.45079,America/Chicago,
Cozad Municipal Airport,,KCZD,US,Cozad,,40.86917,-100.00373,America/Chicago,
Craig Field Airport,SEM,KSEM,US,Selma,,32.34375,-86.98777,America/Chicago,
Craig-Moffat Airport,CIG,KCAG,US,Craig,,40.49497,-107.52201,America/Denver,
Craig Municipal Airport,CRG,KCRG,US,Jacksonville,JAX,30.33635,-81.51426,America/New_York,
Craig Seaplane Base,CGA,,US,Craig,CGA,55.47861,-133.14778,America/Juneau,
Crane County Airport,CCG,,US,Crane,,31.40681,-102.356,America/Chicago,
Crane Island Airfield,CKR,,US,Crane Island,BLI,48.59866,-122.99912,America/Los_Angeles,
Cranland Airport,,,US,Quincy,MQI,42.02514,-70.83811,America/New_York,
Crawford County Airport,,KRSV,US,,,39.01296,-87.64338,America/Chicago,
Crawfordsville Municipal Airport,,KCFJ,US,,,39.98045,-86.91684,America/Indiana/Indianapolis,
Creech Army Air Field Heliport,LSD,,US,Lexington,LEX,38.08341,-84.31632,America/New_York,
Creech Air Force Base,INS,KINS,US,Indian Springs,,36.58333,-115.66667,America/Los_Angeles,
Creston Municipal Airport,CSQ,KCSQ,US,Creston,,41.02138,-94.36329,America/Chicago,
Crete Municipal Airport,,KCEK,US,Crete,LNK,40.6216,-96.92723,America/Chicago,
Crisp County-Cordele Airport,,KCKF,US,Cordele,,31.98545,-83.77399,America/New_York,
Crooked Creek Airport,CKD,PACJ,US,Crooked Creek,CKD,61.86616,-158.13227,America/Anchorage,
Crookston Municipal Airport-Kirkwood Field,CKN,KCKN,US,Crookston,,47.84164,-96.62173,America/Chicago,
Cross City Airport,CTY,KCTY,US,Cross City,,29.6332,-83.10845,America/New_York,
Crossville Memorial Airport,CSV,KCSV,US,Crossville,CSV,35.95118,-85.08496,America/Chicago,
Crows Landing Naval Auxiliary Landing Field,NRC,KNRC,US,,,37.4,-121.1,America/Los_Angeles,
Crystal Airport,MIC,KMIC,US,Minneapolis,MSP,45.06094,-93.35515,America/Chicago,
Crystal Lake Airport,CYE,,US,Crystal Lake,CYE,36.3436,-94.4434,America/Chicago,
Crystal River Airport,,KCGC,US,Crystal River,,28.86804,-82.57427,America/New_York,
Cuba Municipal Airport,,KUBX,US,Cuba,,38.06708,-91.42765,America/Chicago,
Cuddihy Field Airport,CUX,,US,Corpus Christi,CRP,27.72114,-97.51277,America/Chicago,
Cuero Municipal Airport,,,US,,,29.08359,-97.26693,America/Chicago,
Culberson County Airport,VHN,KVHN,US,Van Horn,VHN,31.06127,-104.78639,America/Chicago,
Cullman Regional Airport-Folsom Field,,KCMD,US,Cullman,,34.26792,-86.85971,America/Chicago,
Culpeper County Airport,,KCJR,US,Manassas,MNZ,38.52651,-77.85861,America/New_York,
Cumberland Municipal Airport,,KUBE,US,Cumberland,,45.50778,-91.97832,America/Chicago,
Currituck County Regional Airport,,KONX,US,Maple,,36.39889,-76.01611,America/New_York,
Curtis L. Brown Jr. Field,,KEYF,US,Elizabethtown,LBT,34.60464,-78.58177,America/New_York,
Cushing Municipal Airport,CUH,KCUH,US,Cushing,SWO,35.94979,-96.77308,America/Chicago,
Custer County Airport,,KCUT,US,Custer,,43.73332,-103.61853,America/Denver,
Custer Airport,,KTTF,US,Monroe,,41.93278,-83.43702,America/Detroit,
Cut Bank Municipal Airport,CTB,KCTB,US,Cut Bank,CTB,48.60832,-112.377,America/Denver,
Dade-Collier Training and Transition Airport,TNT,KTNT,US,Miami,TNT,25.86641,-80.90023,America/New_York,
Dahl Creek Airport,DCK,,US,Dahl Creek,,66.94334,-156.90467,America/Anchorage,
Dahlgren Naval Surface Warfare Center Airport,DGN,KNDY,US,Dahlgren,,38.33231,-77.0395,America/New_York,
Dalhart Municipal Airport,DHT,KDHT,US,Dalhart,,36.02226,-102.5477,America/Chicago,
Dallas CBD Vertiport,JDB,,US,Dallas,DFW,32.77171,-96.80219,America/Chicago,
Dallas Executive Airport,RBD,KRBD,US,Dallas,DFW,32.68097,-96.86834,America/Chicago,
Dallas/Fort Worth International Airport,DFW,KDFW,US,Dallas-Ft Worth,DFW,32.89595,-97.0372,America/Chicago,172447.0
Dallas Love Field,DAL,KDAL,US,Dallas,DFW,32.84707,-96.85195,America/Chicago,1777.0
Dalton Municipal Airport,DNN,KDNN,US,Dalton,DNN,34.72175,-84.86911,America/New_York,
Danbury Municipal Airport,DXR,KDXR,US,Danbury,DXR,41.37148,-73.48151,America/New_York,
Dane County Regional Airport,MSN,KMSN,US,Madison,MSN,43.13651,-89.3458,America/Chicago,6236.0
Danger Bay Airport,DGB,,US,,,58.11843,-152.55426,America/Anchorage,
Daniel Field Airport,DNL,KDNL,US,Augusta,AGS,33.46653,-82.03928,America/New_York,
Daniel K. Inouye International Airport,HNL,PHNL,US,Honolulu,HNL,21.32452,-157.92507,Pacific/Honolulu,33498.0
Danielson Airport,,KLZD,US,Danielson,SFZ,41.82114,-71.90174,America/New_York,
Dannelly Field,MGM,KMGM,US,Montgomery,MGM,32.30014,-86.3933,America/Chicago,1741.0
Dansville Municipal Airport,DSV,KDSV,US,Dansville,,42.5709,-77.7125,America/New_York,
Danville Regional Airport,DAN,KDAN,US,Danville,DAN,36.57432,-79.33978,America/New_York,
Dare County Regional Airport,MEO,KMQI,US,Manteo,MEO,35.91741,-75.70013,America/New_York,
Darke County Airport,,KVES,US,Versailles,,40.20435,-84.53138,America/New_York,
Darlington County Jetport,,KUDG,US,Darlington,FLO,34.44917,-79.89028,America/New_York,
Davenport Municipal Airport,DVN,KDVN,US,Davenport,DVN,41.61142,-90.58903,America/Chicago,
David Wayne Hooks Memorial Airport,DWH,KDWH,US,Houston,HOU,30.06189,-95.55272,America/Chicago,
Davidson County Airport,,KEXX,US,Lexington,SRW,35.78069,-80.30255,America/New_York,
Daviess County Airport,,KDCY,US,Washington,,38.69534,-87.1316,America/Indiana/Vincennes,
Davis Field Airport,MKO,KMKO,US,Muskogee,MKO,35.66126,-95.35922,America/Chicago,
Davis Monthan Air Force Base,DMA,KDMA,US,Tucson,TUS,32.16894,-110.88067,America/Phoenix,
Davison Army Airfield,DAA,KDAA,US,Fort Belvoir,WAS,38.71345,-77.1809,America/New_York,
Dawson Community Airport,GDV,KGDV,US,Glendive,GDV,47.13862,-104.80746,America/Denver,
Day Airport,QZX,,US,Romeoville,LOT,41.65003,-88.15006,America/Chicago,
Dayton-Wright Brothers Airport,MGY,KMGY,US,Dayton,DAY,39.59131,-84.22844,America/New_York,
Daytona Beach International Airport,DAB,KDAB,US,Daytona Beach,DAB,29.18464,-81.06052,America/New_York,1621.0
De Kalb County Airport,,KGWB,US,Auburn,,41.307201,-85.0644,America/Indiana/Indianapolis,
Deadhorse Airport,SCC,PASC,US,Deadhorse,SCC,70.19472,-148.465,America/Anchorage,
Decatur County Industrial Air Park,BGE,KBGE,US,Bainbridge,,30.9713,-84.63742,America/New_York,
Decatur Hi-Way Airport,,KDCR,US,Fort Wayne,FWA,40.83755,-84.86246,America/Indiana/Indianapolis,
Decatur Airport,DEC,KDEC,US,Decatur,DEC,39.83448,-88.86646,America/Chicago,319.0
Decatur Municipal Airport,,KLUD,US,Decatur,,33.25444,-97.58056,America/Chicago,
Decatur Shores Airport,DTR,,US,Decatur,ODW,48.49983,-122.81378,America/Los_Angeles,
Decorah Municipal Airport,DEH,KDEH,US,Decorah,,43.27525,-91.73932,America/Chicago,
Deer Harbor Seaplane Base,DHB,,US,Orcas Island,BLI,48.62022,-123.00353,America/Los_Angeles,
Deer Lodge-City-Co,,,US,Deer Lodge,,46.438167,-112.769833,America/Denver,
Deer Park Airport,,KDEW,US,Deer Park,GEG,47.96851,-117.42244,America/Los_Angeles,
Deering Airport,DRG,PADE,US,Deering,DRG,66.06876,-162.76709,America/Nome,
Defiance Memorial Airport,DFI,KDFI,US,Defiance,,41.33727,-84.42856,America/New_York,
DeFuniak Springs,,,US,Fort Walton Beach,VPS,30.7325,-86.15315,America/Chicago,
Dekalb-Peachtree Airport,PDK,KPDK,US,Atlanta,ATL,33.87737,-84.30456,America/New_York,
DeKalb Taylor Municipal Airport,,KDKB,US,DeKalb,AUZ,41.92975,-88.71342,America/Chicago,
Del Rio International Airport,DRT,KDRT,US,Del Rio,DRT,29.3719,-100.92343,America/Chicago,
DeLand Municipal Airport-Sidney H Taylor Field,,KDED,US,Deland,DAB,29.0632,-81.2822,America/New_York,
Delano Municipal Airport,,KDLO,US,Delano,,35.74519,-119.23833,America/Los_Angeles,
Delaware Airpark,,,US,Dover-Cheswold,DOV,39.21764,-75.59598,America/New_York,
Delaware County Regional Airport,MIE,KMIE,US,Muncie,MIE,40.24026,-85.39122,America/Indiana/Indianapolis,
Delaware Municipal Airport - Jim Moore Field,,KDLZ,US,Delaware,MNN,40.28158,-83.11282,America/New_York,
Delhi Municipal,DQO,,US,Delhi,,32.507,-91.637306,America/Chicago,
Delta County Airport,ESC,KESC,US,Escanaba,ESC,45.71869,-87.0942,America/Detroit,
Delta Junction Airport,DJN,PABI,US,Delta Junction,DJN,64.05187,-145.72975,America/Anchorage,
Delta Municipal Airport,DTA,KDTA,US,Delta,,39.38688,-112.5022,America/Denver,
Delta Regional Airport,,KDRP,US,Colt,,35.1200556,-90.8265,America/Chicago,
Deming Municipal Airport,DMN,KDMN,US,Deming,,32.26231,-107.72058,America/Denver,
Demopolis Municipal Airport,,KDYA,US,Demopolis,,32.46149,-87.95356,America/Chicago,
Denison Municipal Airport,DNS,KDNS,US,Denison,,41.98638,-95.38055,America/Chicago,
Dennis F Cantrell Field,,KCWS,US,Jacksonville,LRF,35.08388,-92.43052,America/Chicago,
Denton Municipal Airport,,KDTO,US,,,33.20206,-97.19807,America/Chicago,
Denver International Airport,DEN,KDEN,US,Denver,DEN,39.85891,-104.67326,America/Denver,100565.0
Derby Field,LOL,KLOL,US,Lovelock,LOL,40.06797,-118.56265,America/Los_Angeles,
Des Moines International Airport,DSM,KDSM,US,Des Moines,DSM,41.53934,-93.6586,America/Chicago,6811.0
Desert Rock Airport,DRA,KDRA,US,Mercury,,36.6194,-116.03281,America/Los_Angeles,
Destin Executive Airport,DSI,KDTS,US,Destin,DSI,30.4002,-86.47134,America/Chicago,
Destin-Fort Walton Beach Airport,VPS,KVPS,US,Valparaiso,VPS,30.49624,-86.54943,America/Chicago,
Detroit City Airport,DET,KDET,US,Detroit,DTT,42.4092,-83.00964,America/Detroit,
Detroit Lakes Airport,DTL,KDTL,US,Detroit Lakes,DTL,46.82496,-95.88588,America/Chicago,
Detroit Metropolitan Wayne County Airport,DTW,KDTW,US,Detroit,DTT,42.22205,-83.35147,America/Detroit,65006.0
Devils Lake Municipal Airport,DVL,KDVL,US,Devils Lake,DVL,48.11361,-98.9079,America/Chicago,
Devils Mountain Lodge Airport,,PABN,US,,,62.39868,-142.99507,America/Anchorage,
Dexter B. Florence Memorial Field,,KADF,US,,,34.09972,-93.06611,America/Chicago,
Dexter Municipal Airport,,KDXE,US,Dexter,,36.78242,-89.93905,America/Chicago,
Dickinson Municipal Airport,DIK,KDIK,US,Dickinson,DIK,46.79584,-102.80046,America/Denver,
Dillant-Hopkins Airport,EEN,KEEN,US,Keene,EEN,42.89841,-72.27009,America/New_York,
Dillingham Airport,DLG,PADL,US,Dillingham,DLG,59.04148,-158.51183,America/Anchorage,2611.0
Dillingham Airfield,HDH,PHDH,US,Mokuleia,HNL,21.57875,-158.2074,Pacific/Honolulu,
Dillon County Airport,DLL,KDLC,US,Dillon,LBT,34.44967,-79.36919,America/New_York,
Dillon Airport,DLN,KDLN,US,Dillon,DLN,45.2552,-112.55335,America/Denver,
Dimmit County Airport,CZT,KCZT,US,Carrizo Springs,,28.52353,-99.82634,America/Chicago,
Diomede Island Airport,DIO,KDIO,US,,,65.75005,-168.94981,America/Nome,
Dobbins Air Reserve Base,MGE,KMGE,US,Marietta,MGE,33.91538,-84.51632,America/New_York,
Dodge Center Airport,,KTOB,US,Dodge Center,RST,44.02164,-92.83441,America/Chicago,
Dodge City Regional Airport,DDC,KDDC,US,Dodge City,DDC,37.76045,-99.96697,America/Chicago,319.0
Dodge County Airport,UNU,KUNU,US,Juneau,,43.43009,-88.69689,America/Chicago,
Dona Ana Co At Santa Teresa,,,US,Santa Teresa,,32.009861,-106.748139,America/Denver,
Dona Ana County International Jetport at Santa Teresa,,KDNA,US,El Paso,ELP,31.88083,-106.70472,America/Denver,
Donaldson Center Airport,GDC,KGYH,US,Greenville,GSP,34.75662,-82.3756,America/New_York,
Donlin Creek Airport,,PFCR,US,Crooked Creek,,62.031757,-158.234251,America/Anchorage,
Door County Cherryland Airport,SUE,KSUE,US,Sturgeon Bay,,44.84152,-87.42485,America/Chicago,
Dothan Regional Airport,DHN,KDHN,US,Dothan,DHN,31.32411,-85.4506,America/Chicago,373.0
Double Eagle II Airport,,KAEG,US,Albuquerque,ABQ,35.14504,-106.79503,America/Denver,
Double H Ranch Airport,,,US,,,30.22938,-90.97343,America/Chicago,
Douglas Municipal Airport,DGL,KDGL,US,Douglas,,31.34353,-109.50604,America/Phoenix,
Douglas Municipal Airport,,KDQH,US,Douglas,,31.4777,-82.85959,America/New_York,
Douthitt Strip,,,US,Brawley,BWC,32.78894,-115.52972,America/Los_Angeles,
Dover Air Force Base,DOV,KDOV,US,Dover,DOV,39.12749,-75.47136,America/Indiana/Indianapolis,
Downtown Airport,,KOLR,US,Springfield,SGF,37.2231,-93.24398,America/Chicago,
Downtown Manhattan Heliport,JRB,KJRB,US,New York,NYC,40.70147,-74.00905,America/New_York,
Doylestown Airport,DYL,KDYL,US,Doylestown,PCT,40.33344,-75.12462,America/New_York,
Drake Field,FYV,KFYV,US,Fayetteville,FYV,36.00508,-94.16993,America/Chicago,
Drift River Airport,DRF,,US,Kenai,,60.58887,-152.16198,America/Anchorage,
Driftwood Bay Air Force Station Airport,,PAAM,US,Dutch Harbor,,53.9729499817,-166.858459473,America/Nome,
Driggs-Reed Memorial Airport,,KDIJ,US,Driggs,RXE,43.74167,-111.09778,America/Boise,
Drummond Airport,DRU,,US,Drummond,,46.62185,-113.20655,America/Denver,
Drummond Island Airport,DRE,KDRM,US,Drummond Island,,46.00944,-83.73927,America/Detroit,
"Dryden, Terrel County Airport",,,US,,,30.04806,-102.21306,America/Chicago,
Du Bois-Jefferson County Airport,DUJ,KDUJ,US,Dubois,DUJ,41.17812,-78.89864,America/New_York,376.0
Dubois Municipal Airport,DBS,,US,Dubois,,44.16658,-112.22582,America/Boise,
Dubois Municipal Airport,,KDUB,US,,,43.54927,-109.68874,America/Denver,
Dubuque Regional Airport,DBQ,KDBQ,US,Dubuque,DBQ,42.40278,-90.70902,America/Chicago,
Duke Field,EGI,KEGI,US,Crestview,CEW,30.6492,-86.52544,America/Chicago,
Duluth International Airport,DLH,KDLH,US,Duluth,DLH,46.84188,-92.1938,America/Chicago,930.0
Dunsmuir Municipal Airport-Mott Airport,MHS,,US,,,41.26609,-122.27307,America/Los_Angeles,
DuPage Airport,DPA,KDPA,US,Chicago/West Chicago,CHI,41.90642,-88.24841,America/Chicago,
Durango-La Plata County Airport,DRO,KDRO,US,Durango,DRO,37.15139,-107.75423,America/Denver,
Dutchess County Airport,POU,KPOU,US,Poughkeepsie,POU,41.62448,-73.88258,America/New_York,
Dwight Airport,,KDTG,US,,,41.13267,-88.43535,America/Chicago,
Dyersburg Municipal Airport,,KDYR,US,,,36.00424,-89.40424,America/Chicago,
Dyess Air Force Base,DYS,KDYS,US,Abilene,ABI,32.42013,-99.85731,America/Chicago,
Eagle County Regional Airport,EGE,KEGE,US,Eagle,EGE,39.64249,-106.9181,America/Denver,2009.0
Eagle Creek Airpark,,KEYE,US,Indianapolis,IND,39.82977,-86.29471,America/Indiana/Indianapolis,
"Eagle, Eagle Airport",,KEAA,US,,,64.77639,-141.16056,America/Anchorage,
Eagle Grove Municipal Airport,,KEAG,US,Eagle Grove,FOD,42.70906,-93.91251,America/Chicago,
Eagle Lake Airport,ELA,KELA,US,Eagle Lake,,29.59798,-96.3216,America/Chicago,
Eagle Airport,EAA,PAEG,US,Eagle,EAA,64.77639,-141.15083,America/Anchorage,
Eagle Air Park,BZT,,US,Brazoria,,28.98219,-95.57967,America/Chicago,
Eagle River Union Airport,EGV,KEGV,US,Eagle River,EGV,45.9319,-89.26791,America/Chicago,
Eaker Field,DUA,KDUA,US,Durant,,33.94232,-96.39471,America/Chicago,
Eareckson Air Station,SYA,PASY,US,Shemya,,52.71369,174.11508,America/Adak,
Earl Henry Airport,BWL,,US,Blackwell,PNC,36.79579,-97.3133,America/Chicago,
Early County Airport,,KBIJ,US,Blakely,,31.39846,-84.89602,America/New_York,
East 34th Street Heliport,TSS,,US,New York,NYC,40.74208,-73.97211,America/New_York,
East Georgia Regional Airport,,KSBO,US,Swainsboro,,32.61212,-82.37019,America/New_York,
East Hampton Airport,HTO,KHTO,US,East Hampton,HTO,40.96159,-72.24852,America/New_York,
Eastern Oregon Regional Airport,PDT,KPDT,US,Pendleton,PDT,45.6943,-118.84166,America/Los_Angeles,
Eastern West Virginia Regional Airport,MRB,KMRB,US,Martinsburg,MRB,39.40177,-77.98444,America/New_York,
Easterwood Field,CLL,KCLL,US,College Station,CLL,30.58853,-96.36385,America/Chicago,
Eastland Municipal Airport,ETN,KETN,US,Eastland,,32.41488,-98.81079,America/Chicago,
Easton Airport,ESN,KESN,US,Easton,ESN,38.804,-76.06883,America/New_York,
Easton State Airport,ESW,KESW,US,Easton,,47.25404,-121.18493,America/Los_Angeles,
Eastport Municipal Airport,,KEPM,US,Eastport,,44.91145,-67.01514,America/New_York,
Ed-Air Airport,OTN,,US,Oaktown,,38.85778,-87.50053,America/Indiana/Vincennes,
Edenton Municipal Airport,EDE,KEDE,US,Edenton,EDE,36.02516,-76.56633,America/New_York,
Edgar County Airport,,KPRG,US,Paris,,39.70016,-87.66962,America/Chicago,
Edinburg Rio Grande Valley Regional Freight Terminal Airport,,KEBG,US,McAllen,MFE,26.44229,-98.12973,America/Chicago,
Edna Bay Airport,EDA,,US,Edna Bay,EDA,55.95002,-133.66662,America/Sitka,
Edward F Knapp State Airport,MPV,KMPV,US,Barre/Montpelier,MPV,44.20317,-72.56365,America/New_York,
Edwards County Airport,,KECU,US,Rocksprings,,29.94688,-100.17397,America/Chicago,
Edwards Air Force Auxiliary North Base,,,US,,,34.98333,-117.85,America/Los_Angeles,
Edwards Air Force Base,EDW,KEDW,US,Edwards,EDW,34.91537,-117.89331,America/Los_Angeles,
Eek Airport,EEK,PAEE,US,Eek,EEK,60.21388,-162.04142,America/Nome,
Effingham County Memorial Airport,,,US,,,39.07473,-88.53535,America/Chicago,
Egegik Airport,EGX,PAII,US,Egegik,EGX,58.18618,-157.37484,America/Anchorage,
Eielson Air Force Base,EIL,PAEI,US,Fairbanks,FAI,64.66444,-147.09944,America/Anchorage,
Ekuk Airport,KKU,,US,Ekuk,KKU,58.81168,-158.56106,America/Anchorage,
Ekwok Airport,KEK,,US,Ekwok,KEK,59.35313,-157.47452,America/Anchorage,
"El Centro, Naval Air Facility",NJK,KNJK,US,El Centro,BWC,32.82922,-115.67167,America/Los_Angeles,
El Monte Airport,EMT,KEMT,US,El Monte,EMT,34.08584,-118.03562,America/Los_Angeles,
El Paso International Airport,ELP,KELP,US,El Paso,ELP,31.80677,-106.37832,America/Denver,5478.0
El Reno Regional Airport,RQO,KRQO,US,El Reno,OKC,35.4725,-98.00556,America/Chicago,
